user_id,gender,age,country,subscription_type,listening_time_min,songs_per_day,skip_rate,device_type,ads_per_week,offline_listening_raw,is_churned,churn_label,offline_listening_flag,age_group,listens_per_minute,avg_session_like,ads_exposure_ratio
195,Male,59.0,PK,Student,161.0,95.0,0.59,Desktop,0.0,1,1,Churned,Yes,55-64,0.5900621118012422,16.94736842105263,0.0
196,Female,31.0,CA,Student,100.0,70.0,0.43,Mobile,0.0,1,0,Active,Yes,25-34,0.7,14.285714285714286,0.0
197,Female,24.0,US,Student,240.0,45.0,0.53,Web,0.0,1,1,Churned,Yes,18-24,0.1875,53.333333333333336,0.0
198,Male,55.0,UK,Student,170.0,95.0,0.45,Mobile,0.0,1,0,Active,Yes,55-64,0.5588235294117647,17.894736842105264,0.0
199,Male,53.0,UK,Family,150.0,29.0,0.18,Desktop,0.0,1,0,Active,Yes,45-54,0.19333333333333333,51.724137931034484,0.0
200,Other,31.0,US,Family,203.0,79.0,0.15,Web,0.0,1,0,Active,Yes,25-34,0.3891625615763547,25.696202531645568,0.0
201,Female,49.0,AU,Free,226.0,31.0,0.24,Desktop,32.0,0,0,Active,No,45-54,0.13716814159292035,72.90322580645162,1.032258064516129
202,Other,49.0,UK,Premium,31.0,93.0,0.03,Desktop,0.0,1,0,Active,Yes,45-54,3.0,3.333333333333333,0.0
203,Female,33.0,DE,Premium,81.0,34.0,0.09,Mobile,0.0,1,0,Active,Yes,25-34,0.41975308641975306,23.823529411764707,0.0
204,Other,59.0,PK,Free,62.0,99.0,0.55,Mobile,5.0,0,0,Active,No,55-64,1.596774193548387,6.262626262626262,0.050505050505050504
205,Female,58.0,AU,Free,202.0,22.0,0.45,Mobile,36.0,0,0,Active,No,55-64,0.10891089108910891,91.81818181818181,1.6363636363636365
206,Other,49.0,PK,Free,207.0,33.0,0.09,Web,9.0,0,1,Churned,No,45-54,0.15942028985507245,62.727272727272734,0.2727272727272727
207,Male,42.0,DE,Student,20.0,38.0,0.6,Web,0.0,1,0,Active,Yes,35-44,1.9,5.2631578947368425,0.0
208,Other,24.0,AU,Free,113.0,42.0,0.56,Desktop,32.0,0,1,Churned,No,18-24,0.37168141592920356,26.904761904761905,0.7619047619047619
209,Male,33.0,IN,Free,168.0,42.0,0.12,Desktop,49.0,0,0,Active,No,25-34,0.25,40.0,1.1666666666666667
210,Other,20.0,IN,Student,251.0,79.0,0.37,Web,0.0,1,0,Active,Yes,18-24,0.3147410358565737,31.772151898734176,0.0
211,Other,42.0,IN,Free,222.0,95.0,0.04,Desktop,29.0,0,0,Active,No,35-44,0.42792792792792794,23.36842105263158,0.30526315789473685
212,Female,16.0,DE,Free,74.0,33.0,0.12,Mobile,13.0,0,0,Active,No,<18,0.44594594594594594,22.424242424242426,0.3939393939393939
213,Male,37.0,CA,Premium,139.0,71.0,0.16,Desktop,0.0,1,0,Active,Yes,35-44,0.5107913669064749,19.577464788732396,0.0
214,Female,26.0,FR,Free,160.0,23.0,0.06,Web,45.0,0,0,Active,No,25-34,0.14375,69.56521739130436,1.9565217391304348
215,Other,46.0,US,Premium,37.0,94.0,0.37,Web,0.0,1,0,Active,Yes,45-54,2.5405405405405403,3.9361702127659575,0.0
216,Male,36.0,US,Family,199.0,4.0,0.12,Desktop,0.0,1,0,Active,Yes,35-44,0.020100502512562814,497.5,0.0
217,Other,32.0,FR,Free,204.0,87.0,0.42,Desktop,14.0,0,0,Active,No,25-34,0.4264705882352941,23.448275862068968,0.16091954022988506
218,Other,18.0,IN,Family,181.0,67.0,0.56,Desktop,0.0,1,1,Churned,Yes,18-24,0.3701657458563536,27.01492537313433,0.0
219,Other,20.0,DE,Premium,269.0,4.0,0.31,Web,0.0,1,0,Active,Yes,18-24,0.01486988847583643,672.5,0.0
220,Female,19.0,IN,Free,245.0,9.0,0.07,Mobile,42.0,0,0,Active,No,18-24,0.036734693877551024,272.22222222222223,4.666666666666667
221,Other,34.0,CA,Student,50.0,54.0,0.59,Web,0.0,1,0,Active,Yes,25-34,1.08,9.25925925925926,0.0
222,Other,50.0,DE,Student,272.0,46.0,0.12,Web,0.0,1,0,Active,Yes,45-54,0.16911764705882354,59.1304347826087,0.0
223,Other,36.0,FR,Family,271.0,26.0,0.5,Web,0.0,1,0,Active,Yes,35-44,0.0959409594095941,104.23076923076923,0.0
224,Other,53.0,DE,Student,252.0,68.0,0.04,Web,0.0,1,1,Churned,Yes,45-54,0.2698412698412698,37.05882352941177,0.0
225,Female,31.0,PK,Student,155.0,2.0,0.36,Desktop,0.0,1,1,Churned,Yes,25-34,0.012903225806451613,775.0,0.0
226,Female,40.0,FR,Free,66.0,80.0,0.02,Mobile,48.0,0,1,Churned,No,35-44,1.2121212121212122,8.25,0.6
227,Female,41.0,CA,Student,51.0,26.0,0.19,Web,0.0,1,0,Active,Yes,35-44,0.5098039215686274,19.615384615384613,0.0
228,Male,27.0,UK,Free,174.0,6.0,0.54,Mobile,7.0,0,0,Active,No,25-34,0.034482758620689655,290.0,1.1666666666666667
229,Other,52.0,DE,Student,165.0,20.0,0.01,Desktop,0.0,1,1,Churned,Yes,45-54,0.12121212121212122,82.5,0.0
230,Other,49.0,AU,Premium,73.0,39.0,0.11,Mobile,0.0,1,0,Active,Yes,45-54,0.5342465753424658,18.71794871794872,0.0
231,Male,51.0,DE,Student,10.0,11.0,0.09,Web,0.0,1,0,Active,Yes,45-54,1.1,9.09090909090909,0.0
232,Female,19.0,FR,Premium,279.0,26.0,0.03,Web,0.0,1,0,Active,Yes,18-24,0.0931899641577061,107.3076923076923,0.0
233,Male,41.0,UK,Free,222.0,4.0,0.06,Mobile,26.0,0,1,Churned,No,35-44,0.018018018018018018,555.0,6.5
234,Male,49.0,DE,Premium,39.0,6.0,0.54,Web,0.0,1,0,Active,Yes,45-54,0.15384615384615385,65.0,0.0
235,Male,17.0,FR,Premium,40.0,97.0,0.08,Mobile,0.0,1,1,Churned,Yes,<18,2.425,4.123711340206186,0.0
236,Female,22.0,UK,Premium,254.0,86.0,0.45,Desktop,0.0,1,1,Churned,Yes,18-24,0.33858267716535434,29.534883720930235,0.0
237,Male,31.0,UK,Family,227.0,23.0,0.55,Mobile,0.0,1,1,Churned,Yes,25-34,0.1013215859030837,98.69565217391305,0.0
238,Female,19.0,FR,Premium,244.0,5.0,0.34,Web,0.0,1,0,Active,Yes,18-24,0.020491803278688523,488.0,0.0
239,Female,37.0,CA,Free,113.0,85.0,0.23,Mobile,27.0,0,1,Churned,No,35-44,0.7522123893805309,13.294117647058824,0.3176470588235294
240,Female,43.0,UK,Free,218.0,6.0,0.01,Mobile,15.0,0,1,Churned,No,35-44,0.027522935779816515,363.33333333333337,2.5
241,Male,29.0,UK,Free,144.0,94.0,0.33,Desktop,19.0,0,0,Active,No,25-34,0.6527777777777778,15.319148936170212,0.20212765957446807
242,Female,51.0,CA,Premium,143.0,48.0,0.09,Web,0.0,1,0,Active,Yes,45-54,0.3356643356643357,29.791666666666668,0.0
243,Male,41.0,CA,Premium,110.0,61.0,0.44,Mobile,0.0,1,0,Active,Yes,35-44,0.5545454545454546,18.0327868852459,0.0
244,Other,24.0,FR,Family,283.0,90.0,0.53,Web,0.0,1,0,Active,Yes,18-24,0.31802120141342755,31.444444444444443,0.0
245,Other,19.0,PK,Premium,276.0,15.0,0.28,Mobile,0.0,1,0,Active,Yes,18-24,0.05434782608695652,184.0,0.0
246,Male,48.0,IN,Premium,178.0,70.0,0.29,Desktop,0.0,1,0,Active,Yes,45-54,0.39325842696629215,25.428571428571427,0.0
247,Other,37.0,US,Premium,114.0,13.0,0.49,Desktop,0.0,1,0,Active,Yes,35-44,0.11403508771929824,87.6923076923077,0.0
248,Female,59.0,US,Free,98.0,24.0,0.32,Mobile,8.0,0,0,Active,No,55-64,0.24489795918367346,40.833333333333336,0.3333333333333333
249,Female,54.0,IN,Family,49.0,27.0,0.29,Mobile,0.0,1,0,Active,Yes,45-54,0.5510204081632653,18.148148148148145,0.0
250,Female,36.0,AU,Premium,28.0,39.0,0.27,Web,0.0,1,0,Active,Yes,35-44,1.3928571428571428,7.17948717948718,0.0
251,Other,58.0,FR,Premium,259.0,67.0,0.17,Mobile,0.0,1,0,Active,Yes,55-64,0.25868725868725867,38.656716417910445,0.0
252,Other,20.0,CA,Free,279.0,84.0,0.43,Desktop,24.0,0,0,Active,No,18-24,0.3010752688172043,33.214285714285715,0.2857142857142857
253,Other,18.0,AU,Premium,139.0,58.0,0.09,Web,0.0,1,1,Churned,Yes,18-24,0.4172661870503597,23.96551724137931,0.0
254,Female,35.0,DE,Free,53.0,97.0,0.45,Desktop,29.0,0,0,Active,No,35-44,1.830188679245283,5.463917525773196,0.29896907216494845
255,Male,57.0,UK,Family,255.0,82.0,0.19,Mobile,0.0,1,0,Active,Yes,55-64,0.3215686274509804,31.09756097560976,0.0
256,Other,55.0,CA,Premium,259.0,20.0,0.01,Mobile,0.0,1,0,Active,Yes,55-64,0.07722007722007722,129.5,0.0
257,Other,53.0,PK,Free,112.0,33.0,0.34,Mobile,30.0,0,0,Active,No,45-54,0.29464285714285715,33.93939393939394,0.9090909090909091
258,Other,22.0,US,Premium,260.0,75.0,0.36,Web,0.0,1,0,Active,Yes,18-24,0.28846153846153844,34.666666666666664,0.0
259,Other,51.0,IN,Premium,91.0,3.0,0.49,Desktop,0.0,1,0,Active,Yes,45-54,0.03296703296703297,303.33333333333337,0.0
260,Female,43.0,PK,Free,92.0,18.0,0.19,Mobile,25.0,0,0,Active,No,35-44,0.1956521739130435,51.11111111111111,1.3888888888888888
261,Other,37.0,AU,Free,140.0,14.0,0.02,Mobile,31.0,0,0,Active,No,35-44,0.1,100.0,2.2142857142857144
262,Male,29.0,US,Premium,259.0,28.0,0.19,Desktop,0.0,1,1,Churned,Yes,25-34,0.10810810810810811,92.5,0.0
263,Male,17.0,UK,Student,119.0,73.0,0.22,Desktop,0.0,1,0,Active,Yes,<18,0.6134453781512605,16.3013698630137,0.0
264,Male,36.0,IN,Student,99.0,92.0,0.54,Web,0.0,1,1,Churned,Yes,35-44,0.9292929292929293,10.760869565217392,0.0
265,Male,53.0,AU,Free,265.0,49.0,0.2,Desktop,41.0,0,1,Churned,No,45-54,0.18490566037735848,54.08163265306122,0.8367346938775511
266,Female,54.0,IN,Premium,299.0,93.0,0.27,Mobile,0.0,1,1,Churned,Yes,45-54,0.3110367892976589,32.1505376344086,0.0
267,Female,59.0,AU,Free,255.0,75.0,0.56,Web,38.0,0,0,Active,No,55-64,0.29411764705882354,34.0,0.5066666666666667
268,Other,42.0,DE,Family,157.0,96.0,0.48,Web,0.0,1,1,Churned,Yes,35-44,0.6114649681528662,16.354166666666668,0.0
269,Other,36.0,AU,Family,176.0,15.0,0.11,Mobile,0.0,1,0,Active,Yes,35-44,0.08522727272727272,117.33333333333333,0.0
270,Female,22.0,AU,Student,146.0,45.0,0.44,Mobile,0.0,1,0,Active,Yes,18-24,0.3082191780821918,32.44444444444444,0.0
271,Male,19.0,DE,Family,211.0,64.0,0.15,Mobile,0.0,1,0,Active,Yes,18-24,0.3033175355450237,32.96875,0.0
272,Male,47.0,IN,Premium,191.0,42.0,0.52,Mobile,0.0,1,1,Churned,Yes,45-54,0.2198952879581152,45.476190476190474,0.0
273,Male,29.0,CA,Premium,218.0,72.0,0.29,Mobile,0.0,1,0,Active,Yes,25-34,0.3302752293577982,30.27777777777778,0.0
274,Other,32.0,CA,Family,128.0,94.0,0.48,Web,0.0,1,0,Active,Yes,25-34,0.734375,13.617021276595745,0.0
275,Other,47.0,US,Free,30.0,10.0,0.38,Web,37.0,0,0,Active,No,45-54,0.3333333333333333,30.0,3.7
276,Male,30.0,DE,Family,176.0,17.0,0.35,Mobile,0.0,1,0,Active,Yes,25-34,0.09659090909090909,103.52941176470588,0.0
277,Male,23.0,UK,Premium,50.0,45.0,0.08,Mobile,0.0,1,0,Active,Yes,18-24,0.9,11.11111111111111,0.0
278,Other,37.0,FR,Free,267.0,72.0,0.12,Desktop,38.0,0,0,Active,No,35-44,0.2696629213483146,37.083333333333336,0.5277777777777778
279,Other,17.0,PK,Student,20.0,84.0,0.45,Web,0.0,1,0,Active,Yes,<18,4.2,2.380952380952381,0.0
280,Female,45.0,US,Family,134.0,92.0,0.31,Mobile,0.0,1,0,Active,Yes,45-54,0.6865671641791045,14.56521739130435,0.0
281,Female,42.0,AU,Student,282.0,57.0,0.31,Mobile,0.0,1,0,Active,Yes,35-44,0.20212765957446807,49.473684210526315,0.0
282,Male,42.0,US,Premium,52.0,55.0,0.05,Web,0.0,1,1,Churned,Yes,35-44,1.0576923076923077,9.454545454545455,0.0
283,Other,31.0,AU,Premium,97.0,37.0,0.59,Web,0.0,1,0,Active,Yes,25-34,0.38144329896907214,26.216216216216214,0.0
284,Female,53.0,IN,Free,58.0,63.0,0.45,Mobile,45.0,0,0,Active,No,45-54,1.0862068965517242,9.206349206349207,0.7142857142857143
285,Other,47.0,AU,Premium,126.0,71.0,0.29,Desktop,0.0,1,1,Churned,Yes,45-54,0.5634920634920635,17.746478873239436,0.0
286,Female,40.0,FR,Premium,172.0,48.0,0.54,Web,0.0,1,0,Active,Yes,35-44,0.27906976744186046,35.833333333333336,0.0
287,Female,35.0,PK,Free,258.0,36.0,0.2,Desktop,24.0,0,1,Churned,No,35-44,0.13953488372093023,71.66666666666667,0.6666666666666666
288,Female,33.0,IN,Free,291.0,31.0,0.29,Desktop,39.0,0,0,Active,No,25-34,0.10652920962199312,93.87096774193549,1.2580645161290323
289,Other,44.0,DE,Free,27.0,96.0,0.04,Desktop,27.0,0,1,Churned,No,35-44,3.5555555555555554,2.8125,0.28125
290,Other,41.0,UK,Family,262.0,32.0,0.47,Desktop,0.0,1,0,Active,Yes,35-44,0.12213740458015267,81.875,0.0
291,Male,32.0,DE,Premium,52.0,52.0,0.47,Desktop,0.0,1,1,Churned,Yes,25-34,1.0,10.0,0.0
292,Other,20.0,CA,Student,108.0,26.0,0.17,Web,0.0,1,0,Active,Yes,18-24,0.24074074074074073,41.53846153846154,0.0
293,Male,51.0,US,Premium,235.0,5.0,0.28,Desktop,0.0,1,0,Active,Yes,45-54,0.02127659574468085,470.0,0.0
294,Female,25.0,US,Student,213.0,36.0,0.28,Web,0.0,1,0,Active,Yes,25-34,0.16901408450704225,59.166666666666664,0.0
295,Other,32.0,PK,Premium,169.0,6.0,0.13,Web,0.0,1,1,Churned,Yes,25-34,0.03550295857988166,281.6666666666667,0.0
296,Female,34.0,DE,Student,158.0,84.0,0.1,Mobile,0.0,1,1,Churned,Yes,25-34,0.5316455696202531,18.80952380952381,0.0
297,Male,34.0,DE,Premium,293.0,30.0,0.16,Desktop,0.0,1,0,Active,Yes,25-34,0.10238907849829351,97.66666666666667,0.0
298,Male,45.0,DE,Premium,99.0,84.0,0.58,Web,0.0,1,1,Churned,Yes,45-54,0.8484848484848485,11.785714285714285,0.0
299,Female,45.0,US,Student,194.0,40.0,0.59,Desktop,0.0,1,0,Active,Yes,45-54,0.20618556701030927,48.5,0.0
300,Other,50.0,US,Premium,126.0,86.0,0.52,Mobile,0.0,1,0,Active,Yes,45-54,0.6825396825396826,14.651162790697676,0.0
301,Female,45.0,UK,Family,102.0,18.0,0.08,Mobile,0.0,1,0,Active,Yes,45-54,0.17647058823529413,56.666666666666664,0.0
302,Female,55.0,PK,Free,210.0,32.0,0.15,Web,29.0,0,1,Churned,No,55-64,0.1523809523809524,65.625,0.90625
303,Female,32.0,US,Free,134.0,71.0,0.43,Mobile,14.0,0,0,Active,No,25-34,0.5298507462686567,18.87323943661972,0.19718309859154928
304,Male,48.0,UK,Premium,62.0,25.0,0.53,Web,0.0,1,0,Active,Yes,45-54,0.4032258064516129,24.8,0.0
305,Other,36.0,US,Premium,183.0,29.0,0.53,Web,0.0,1,0,Active,Yes,35-44,0.15846994535519127,63.10344827586207,0.0
306,Other,39.0,DE,Premium,279.0,97.0,0.36,Mobile,0.0,1,0,Active,Yes,35-44,0.34767025089605735,28.762886597938145,0.0
307,Other,59.0,CA,Premium,159.0,48.0,0.21,Mobile,0.0,1,1,Churned,Yes,55-64,0.3018867924528302,33.125,0.0
308,Male,23.0,US,Premium,187.0,22.0,0.14,Desktop,0.0,1,1,Churned,Yes,18-24,0.11764705882352941,85.0,0.0
309,Other,41.0,UK,Family,57.0,3.0,0.41,Mobile,0.0,1,0,Active,Yes,35-44,0.05263157894736842,190.0,0.0
310,Female,31.0,FR,Family,133.0,88.0,0.07,Desktop,0.0,1,0,Active,Yes,25-34,0.6616541353383458,15.113636363636362,0.0
311,Male,48.0,IN,Student,168.0,78.0,0.41,Desktop,0.0,1,0,Active,Yes,45-54,0.4642857142857143,21.53846153846154,0.0
312,Female,21.0,AU,Family,251.0,47.0,0.55,Mobile,0.0,1,0,Active,Yes,18-24,0.18725099601593626,53.40425531914894,0.0
313,Other,18.0,AU,Family,71.0,18.0,0.0,Web,0.0,1,0,Active,Yes,18-24,0.2535211267605634,39.44444444444444,0.0
314,Female,25.0,FR,Student,178.0,84.0,0.32,Desktop,0.0,1,0,Active,Yes,25-34,0.47191011235955055,21.19047619047619,0.0
315,Male,56.0,IN,Student,206.0,64.0,0.1,Mobile,0.0,1,1,Churned,Yes,55-64,0.3106796116504854,32.1875,0.0
316,Male,34.0,FR,Free,36.0,12.0,0.22,Mobile,44.0,0,0,Active,No,25-34,0.3333333333333333,30.0,3.6666666666666665
317,Other,25.0,CA,Family,122.0,69.0,0.09,Web,0.0,1,0,Active,Yes,25-34,0.5655737704918032,17.681159420289855,0.0
318,Male,24.0,PK,Premium,158.0,51.0,0.26,Web,0.0,1,0,Active,Yes,18-24,0.3227848101265823,30.98039215686275,0.0
319,Other,41.0,FR,Student,223.0,79.0,0.05,Mobile,0.0,1,0,Active,Yes,35-44,0.3542600896860987,28.22784810126582,0.0
320,Male,38.0,IN,Student,251.0,65.0,0.44,Desktop,0.0,1,0,Active,Yes,35-44,0.2589641434262948,38.61538461538461,0.0
321,Other,19.0,US,Family,294.0,5.0,0.44,Web,0.0,1,0,Active,Yes,18-24,0.017006802721088437,588.0,0.0
322,Other,25.0,IN,Student,12.0,2.0,0.34,Web,0.0,1,1,Churned,Yes,25-34,0.16666666666666666,60.0,0.0
323,Male,55.0,IN,Family,218.0,58.0,0.36,Desktop,0.0,1,0,Active,Yes,55-64,0.26605504587155965,37.58620689655172,0.0
324,Male,17.0,UK,Free,49.0,26.0,0.54,Desktop,12.0,0,0,Active,No,<18,0.5306122448979592,18.846153846153847,0.46153846153846156
325,Female,50.0,FR,Student,66.0,13.0,0.58,Mobile,0.0,1,1,Churned,Yes,45-54,0.19696969696969696,50.76923076923077,0.0
326,Other,39.0,DE,Free,295.0,20.0,0.09,Mobile,21.0,0,1,Churned,No,35-44,0.06779661016949153,147.5,1.05
327,Male,26.0,AU,Student,131.0,98.0,0.24,Desktop,0.0,1,0,Active,Yes,25-34,0.7480916030534351,13.367346938775508,0.0
328,Other,34.0,UK,Free,203.0,10.0,0.1,Desktop,42.0,0,0,Active,No,25-34,0.04926108374384237,203.0,4.2
329,Female,32.0,CA,Premium,201.0,38.0,0.44,Web,0.0,1,0,Active,Yes,25-34,0.1890547263681592,52.89473684210527,0.0
330,Female,40.0,CA,Student,59.0,35.0,0.37,Desktop,0.0,1,0,Active,Yes,35-44,0.5932203389830508,16.857142857142858,0.0
331,Male,32.0,US,Family,119.0,39.0,0.45,Web,0.0,1,0,Active,Yes,25-34,0.3277310924369748,30.512820512820515,0.0
332,Female,51.0,CA,Premium,219.0,96.0,0.51,Web,0.0,1,1,Churned,Yes,45-54,0.4383561643835616,22.8125,0.0
333,Male,46.0,CA,Family,152.0,83.0,0.58,Mobile,0.0,1,0,Active,Yes,45-54,0.5460526315789473,18.31325301204819,0.0
334,Female,51.0,CA,Premium,157.0,9.0,0.57,Web,0.0,1,0,Active,Yes,45-54,0.05732484076433121,174.44444444444443,0.0
335,Female,38.0,CA,Free,89.0,59.0,0.15,Mobile,21.0,0,0,Active,No,35-44,0.6629213483146067,15.084745762711863,0.3559322033898305
336,Female,54.0,FR,Family,63.0,68.0,0.21,Mobile,0.0,1,0,Active,Yes,45-54,1.0793650793650793,9.264705882352942,0.0
337,Male,59.0,UK,Premium,93.0,36.0,0.39,Desktop,0.0,1,0,Active,Yes,55-64,0.3870967741935484,25.833333333333332,0.0
338,Other,41.0,AU,Student,97.0,78.0,0.02,Web,0.0,1,0,Active,Yes,35-44,0.8041237113402062,12.435897435897436,0.0
339,Other,34.0,IN,Premium,289.0,79.0,0.09,Desktop,0.0,1,0,Active,Yes,25-34,0.27335640138408307,36.58227848101266,0.0
340,Female,55.0,IN,Family,291.0,39.0,0.3,Mobile,0.0,1,1,Churned,Yes,55-64,0.13402061855670103,74.61538461538461,0.0
341,Female,34.0,UK,Family,291.0,70.0,0.22,Desktop,0.0,1,0,Active,Yes,25-34,0.24054982817869416,41.57142857142857,0.0
342,Female,20.0,UK,Student,218.0,76.0,0.58,Web,0.0,1,1,Churned,Yes,18-24,0.3486238532110092,28.68421052631579,0.0
343,Female,20.0,CA,Premium,56.0,55.0,0.18,Web,0.0,1,0,Active,Yes,18-24,0.9821428571428571,10.181818181818182,0.0
344,Male,32.0,IN,Student,157.0,12.0,0.48,Web,0.0,1,1,Churned,Yes,25-34,0.07643312101910828,130.83333333333334,0.0
345,Female,37.0,DE,Student,171.0,65.0,0.52,Web,0.0,1,1,Churned,Yes,35-44,0.38011695906432746,26.307692307692307,0.0
346,Other,50.0,CA,Family,16.0,64.0,0.05,Web,0.0,1,0,Active,Yes,45-54,4.0,2.5,0.0
347,Female,21.0,DE,Family,207.0,21.0,0.18,Web,0.0,1,1,Churned,Yes,18-24,0.10144927536231885,98.57142857142857,0.0
348,Male,48.0,US,Premium,123.0,37.0,0.27,Web,0.0,1,0,Active,Yes,45-54,0.3008130081300813,33.24324324324324,0.0
349,Male,46.0,IN,Premium,55.0,48.0,0.47,Web,0.0,1,1,Churned,Yes,45-54,0.8727272727272727,11.458333333333334,0.0
350,Other,44.0,AU,Free,49.0,43.0,0.25,Desktop,5.0,0,0,Active,No,35-44,0.8775510204081632,11.395348837209303,0.11627906976744186
351,Female,55.0,PK,Free,62.0,57.0,0.58,Web,7.0,0,0,Active,No,55-64,0.9193548387096774,10.87719298245614,0.12280701754385964
352,Female,57.0,AU,Student,85.0,32.0,0.0,Desktop,0.0,1,0,Active,Yes,55-64,0.3764705882352941,26.5625,0.0
353,Other,41.0,CA,Family,78.0,33.0,0.04,Desktop,0.0,1,0,Active,Yes,35-44,0.4230769230769231,23.636363636363637,0.0
354,Male,50.0,CA,Free,107.0,7.0,0.42,Desktop,27.0,0,1,Churned,No,45-54,0.06542056074766354,152.85714285714286,3.857142857142857
355,Other,32.0,FR,Free,202.0,29.0,0.14,Web,41.0,0,0,Active,No,25-34,0.14356435643564355,69.65517241379311,1.4137931034482758
356,Male,51.0,PK,Family,211.0,25.0,0.51,Mobile,0.0,1,0,Active,Yes,45-54,0.11848341232227488,84.4,0.0
357,Female,26.0,FR,Free,73.0,27.0,0.19,Web,26.0,0,1,Churned,No,25-34,0.3698630136986301,27.037037037037035,0.9629629629629629
358,Male,22.0,PK,Premium,229.0,70.0,0.02,Desktop,0.0,1,0,Active,Yes,18-24,0.3056768558951965,32.714285714285715,0.0
359,Other,19.0,UK,Free,164.0,21.0,0.53,Desktop,8.0,0,0,Active,No,18-24,0.12804878048780488,78.09523809523809,0.38095238095238093
360,Female,49.0,DE,Family,61.0,33.0,0.48,Desktop,0.0,1,1,Churned,Yes,45-54,0.5409836065573771,18.484848484848484,0.0
361,Male,56.0,IN,Free,164.0,66.0,0.3,Desktop,34.0,0,0,Active,No,55-64,0.4024390243902439,24.84848484848485,0.5151515151515151
362,Other,39.0,PK,Free,232.0,2.0,0.14,Mobile,27.0,0,0,Active,No,35-44,0.008620689655172414,1160.0,13.5
363,Other,57.0,PK,Student,146.0,98.0,0.06,Mobile,0.0,1,1,Churned,Yes,55-64,0.6712328767123288,14.897959183673468,0.0
364,Other,18.0,AU,Premium,42.0,27.0,0.22,Web,0.0,1,1,Churned,Yes,18-24,0.6428571428571429,15.555555555555555,0.0
365,Male,43.0,CA,Free,265.0,89.0,0.56,Desktop,28.0,0,0,Active,No,35-44,0.33584905660377357,29.775280898876403,0.3146067415730337
366,Female,32.0,US,Family,275.0,47.0,0.59,Mobile,0.0,1,1,Churned,Yes,25-34,0.1709090909090909,58.51063829787234,0.0
367,Other,33.0,US,Student,295.0,1.0,0.03,Desktop,0.0,1,1,Churned,Yes,25-34,0.003389830508474576,2950.0,0.0
368,Other,16.0,IN,Free,269.0,13.0,0.54,Desktop,40.0,0,0,Active,No,<18,0.048327137546468404,206.9230769230769,3.076923076923077
369,Other,50.0,FR,Family,224.0,18.0,0.09,Desktop,0.0,1,0,Active,Yes,45-54,0.08035714285714286,124.44444444444444,0.0
370,Female,42.0,PK,Free,51.0,60.0,0.22,Desktop,17.0,0,0,Active,No,35-44,1.1764705882352942,8.5,0.2833333333333333
371,Other,49.0,UK,Family,100.0,49.0,0.37,Desktop,0.0,1,1,Churned,Yes,45-54,0.49,20.408163265306122,0.0
372,Female,35.0,FR,Premium,267.0,63.0,0.6,Web,0.0,1,0,Active,Yes,35-44,0.23595505617977527,42.38095238095238,0.0
373,Other,54.0,IN,Free,102.0,35.0,0.06,Mobile,40.0,0,0,Active,No,45-54,0.3431372549019608,29.142857142857142,1.1428571428571428
374,Male,44.0,PK,Free,84.0,64.0,0.57,Web,23.0,0,1,Churned,No,35-44,0.7619047619047619,13.125,0.359375
375,Female,21.0,FR,Free,289.0,92.0,0.2,Mobile,27.0,0,1,Churned,No,18-24,0.31833910034602075,31.41304347826087,0.29347826086956524
376,Male,44.0,FR,Family,173.0,30.0,0.38,Desktop,0.0,1,0,Active,Yes,35-44,0.17341040462427745,57.666666666666664,0.0
377,Male,46.0,AU,Family,42.0,77.0,0.34,Web,0.0,1,0,Active,Yes,45-54,1.8333333333333333,5.454545454545454,0.0
378,Other,53.0,AU,Family,261.0,76.0,0.41,Desktop,0.0,1,0,Active,Yes,45-54,0.29118773946360155,34.3421052631579,0.0
379,Other,39.0,US,Free,163.0,2.0,0.03,Web,38.0,0,1,Churned,No,35-44,0.012269938650306749,815.0,19.0
380,Other,26.0,AU,Student,175.0,9.0,0.37,Web,0.0,1,0,Active,Yes,25-34,0.05142857142857143,194.44444444444443,0.0
381,Female,35.0,DE,Student,259.0,96.0,0.48,Mobile,0.0,1,1,Churned,Yes,35-44,0.37065637065637064,26.979166666666668,0.0
382,Other,51.0,PK,Premium,103.0,58.0,0.06,Mobile,0.0,1,0,Active,Yes,45-54,0.5631067961165048,17.758620689655174,0.0
383,Other,55.0,DE,Family,148.0,52.0,0.43,Desktop,0.0,1,0,Active,Yes,55-64,0.35135135135135137,28.46153846153846,0.0
384,Female,45.0,PK,Premium,50.0,19.0,0.02,Mobile,0.0,1,0,Active,Yes,45-54,0.38,26.315789473684212,0.0
385,Female,53.0,PK,Family,187.0,27.0,0.11,Desktop,0.0,1,1,Churned,Yes,45-54,0.1443850267379679,69.25925925925925,0.0
386,Female,16.0,DE,Student,57.0,48.0,0.52,Web,0.0,1,0,Active,Yes,<18,0.8421052631578947,11.875,0.0
387,Male,32.0,FR,Free,51.0,70.0,0.38,Web,19.0,0,0,Active,No,25-34,1.3725490196078431,7.285714285714286,0.2714285714285714
388,Other,26.0,FR,Free,146.0,4.0,0.59,Mobile,16.0,0,0,Active,No,25-34,0.0273972602739726,365.0,4.0
389,Female,48.0,UK,Free,210.0,60.0,0.05,Desktop,42.0,0,1,Churned,No,45-54,0.2857142857142857,35.0,0.7
